city,state,total_dc_fast_kw,total_level2_kw,stress_score,investment_category
Westport,NY,100,42,0.954,Stable/Growing
Lenexa,KS,600,168,0.159,Saturated Market
Laurinburg,NC,800,14,0.1192,Saturated Market
Mableton,GA,200,14,0.477,Saturated Market
Cave Creek,AZ,0,35,100.0,Critical Opportunity
Winter Harbor,ME,0,14,100.0,Critical Opportunity
Santa Fe,TX,0,35,100.0,Critical Opportunity
Neptune City,NJ,0,28,100.0,Critical Opportunity
Lynn Haven,FL,100,0,0.954,Stable/Growing
Mineral,CA,0,14,100.0,Critical Opportunity
Rosenberg,TX,0,28,100.0,Critical Opportunity
Emeryville,CA,500,161,0.1908,Saturated Market
Lamont,CA,0,77,100.0,Critical Opportunity
Fort Washington,PA,400,70,0.2385,Saturated Market
La Mirada,CA,0,245,100.0,Critical Opportunity
Golden Valley,MN,150,203,0.636,Stable/Growing
Heber City,UT,0,84,100.0,Critical Opportunity
Ontonagon,MI,0,28,100.0,Critical Opportunity
Brawley,CA,700,14,0.1363,Saturated Market
Newberry,MI,0,14,100.0,Critical Opportunity
Ledyard,CT,0,28,100.0,Critical Opportunity
Adams,TN,0,14,100.0,Critical Opportunity
Corfu,NY,400,0,0.2385,Saturated Market
Sweetwater,FL,200,0,0.477,Saturated Market
Strongsville,OH,350,0,0.2726,Saturated Market
Oxford,AL,100,21,0.954,Stable/Growing
Pomona,CA,2400,329,0.0397,Saturated Market
Keosauqua,IA,0,14,100.0,Critical Opportunity
Bentoin,AR,200,14,0.477,Saturated Market
West Lake Hills,TX,400,0,0.2385,Saturated Market
La Quinta,CA,450,77,0.212,Saturated Market
ZANESVILLE,OH,50,0,1.9079,High Opportunity
Mountain City,TN,0,28,100.0,Critical Opportunity
Tilton,NH,200,56,0.477,Saturated Market
Rockford,MN,100,0,0.954,Stable/Growing
Saint Johnsbury,VT,300,42,0.318,Saturated Market
Chincoteague,VA,0,42,100.0,Critical Opportunity
Wisconsin Rapids,WI,350,42,0.2726,Saturated Market
Tofte,MN,400,0,0.2385,Saturated Market
Mount Vernon,OH,0,14,100.0,Critical Opportunity
Lakeland,GA,100,0,0.954,Stable/Growing
Waller,TX,1300,0,0.0734,Saturated Market
DAYTON,OH,100,0,0.954,Stable/Growing
Fort Sill,OK,0,742,100.0,Critical Opportunity
Rio Rico,AZ,200,0,0.477,Saturated Market
Lancaster,OH,400,98,0.2385,Saturated Market
Atoka,TN,100,0,0.954,Stable/Growing
Cedar Grove,NJ,0,35,100.0,Critical Opportunity
Salinas,CA,2200,280,0.0434,Saturated Market
Fairfax,CA,0,14,100.0,Critical Opportunity
Stockton,UT,0,28,100.0,Critical Opportunity
Rogers City,MI,0,28,100.0,Critical Opportunity
Slidell,LA,400,14,0.2385,Saturated Market
Taneytown,MD,0,14,100.0,Critical Opportunity
Bingen,WA,50,7,1.9079,High Opportunity
Vallejo,CA,2800,77,0.0341,Saturated Market
Jasper,IN,200,14,0.477,Saturated Market
Muncy,PA,100,7,0.954,Stable/Growing
Ossining,NY,0,42,100.0,Critical Opportunity
Thornton,CO,1300,189,0.0734,Saturated Market
Campo,CA,0,70,100.0,Critical Opportunity
Sanger,CA,0,7,100.0,Critical Opportunity
Crossville,TN,1300,14,0.0734,Saturated Market
Lake Harmony,PA,0,7,100.0,Critical Opportunity
Noblesville,IN,100,7,0.954,Stable/Growing
Wapato,WA,50,14,1.9079,High Opportunity
Sprague,WA,450,28,0.212,Saturated Market
Mount Lebanon,PA,0,14,100.0,Critical Opportunity
Brandon,FL,300,42,0.318,Saturated Market
Middlebury,IN,0,7,100.0,Critical Opportunity
Sunriver,OR,0,56,100.0,Critical Opportunity
Auburn,AL,1650,105,0.0578,Saturated Market
Fort Scott,KS,0,14,100.0,Critical Opportunity
Northville,MI,600,140,0.159,Saturated Market
Jensen,UT,0,0,100.0,Critical Opportunity
Plainview,TX,600,0,0.159,Saturated Market
Spring City,TN,0,0,100.0,Critical Opportunity
Wausaukee,WI,200,0,0.477,Saturated Market
Bear Mnt,NY,0,14,100.0,Critical Opportunity
Frankston,TX,0,7,100.0,Critical Opportunity
Village of Clarkston,MI,100,14,0.954,Stable/Growing
Seaford,NY,0,14,100.0,Critical Opportunity
East Syracuse,NY,500,504,0.1908,Saturated Market
Lumberton,NC,850,0,0.1122,Saturated Market
Montrose,CO,900,77,0.106,Saturated Market
Erie,MI,100,14,0.954,Stable/Growing
PAW PAW,MI,50,0,1.9079,High Opportunity
Easthampton,MA,0,70,100.0,Critical Opportunity
Konterra,MD,0,14,100.0,Critical Opportunity
GREER,SC,150,0,0.636,Stable/Growing
Trinidad,TX,0,14,100.0,Critical Opportunity
Far Rockaway,NY,0,56,100.0,Critical Opportunity
Brigham City,UT,250,0,0.3816,Saturated Market
Levittown,NY,0,70,100.0,Critical Opportunity
Clearwater,FL,850,630,0.1122,Saturated Market
Fullerton,CA,1400,721,0.0681,Saturated Market
Fuquay-Varina,NC,0,84,100.0,Critical Opportunity
Elizabeth,CO,0,14,100.0,Critical Opportunity
Monticello,MN,600,0,0.159,Saturated Market
Cedartown,GA,100,0,0.954,Stable/Growing
Newport News,VA,1100,350,0.0867,Saturated Market
Grand Marais,MN,100,35,0.954,Stable/Growing
Hemlock,MI,0,7,100.0,Critical Opportunity
Niles,MI,200,56,0.477,Saturated Market
Lyons,IL,200,0,0.477,Saturated Market
North Mankato,MN,100,28,0.954,Stable/Growing
Sturtevant,WI,100,0,0.954,Stable/Growing
Covert,MI,0,14,100.0,Critical Opportunity
Colchester,VT,150,70,0.636,Stable/Growing
Gunnison,CO,150,21,0.636,Stable/Growing
Checotah,OK,400,0,0.2385,Saturated Market
Riverdale,MD,0,28,100.0,Critical Opportunity
District Heights,MD,400,42,0.2385,Saturated Market
Neenah,WI,300,56,0.318,Saturated Market
La Grange Park,IL,0,14,100.0,Critical Opportunity
Halsey,OR,800,0,0.1192,Saturated Market
Farmington,NM,650,7,0.1468,Saturated Market
New Johnsonville,TN,0,14,100.0,Critical Opportunity
Alto,GA,150,7,0.636,Stable/Growing
Pikeville,KY,200,0,0.477,Saturated Market
Flint,MI,700,84,0.1363,Saturated Market
Olivehurst,CA,0,7,100.0,Critical Opportunity
Mathis,TX,400,0,0.2385,Saturated Market
Salkum,WA,50,7,1.9079,High Opportunity
Princeton,WV,600,0,0.159,Saturated Market
Barrington,IL,300,84,0.318,Saturated Market
Jacksonville,AR,100,28,0.954,Stable/Growing
Effingham,IL,600,0,0.159,Saturated Market
Williamstown,MA,0,35,100.0,Critical Opportunity
Martin,TN,150,0,0.636,Stable/Growing
Highland Village,TX,300,0,0.318,Saturated Market
Spirit Lake,IA,0,42,100.0,Critical Opportunity
Indian Wells,CA,0,329,100.0,Critical Opportunity
Southborough,MA,200,42,0.477,Saturated Market
Cherry Valley,IL,200,0,0.477,Saturated Market
Elgin,AZ,0,21,100.0,Critical Opportunity
Joint Base Pearl Harbor-Hickam,HI,0,42,100.0,Critical Opportunity
Lauderhill,FL,0,28,100.0,Critical Opportunity
Loudonville,NY,0,84,100.0,Critical Opportunity
Lebanon,PA,150,42,0.636,Stable/Growing
Front Royal,VA,300,56,0.318,Saturated Market
Mullins,SC,100,0,0.954,Stable/Growing
Pine Brook,NJ,400,42,0.2385,Saturated Market
Pratt,KS,0,7,100.0,Critical Opportunity
Hadley,MA,100,112,0.954,Stable/Growing
Grove City,OH,100,112,0.954,Stable/Growing
Rockwall,TX,0,14,100.0,Critical Opportunity
Inverness,CA,0,7,100.0,Critical Opportunity
Dahlonega,GA,0,28,100.0,Critical Opportunity
Webster Springs,WV,0,14,100.0,Critical Opportunity
Norwalk,OH,0,42,100.0,Critical Opportunity
Polo,IL,0,14,100.0,Critical Opportunity
Plainview,NY,0,63,100.0,Critical Opportunity
Park City,UT,1200,875,0.0795,Saturated Market
Hurst,TX,300,56,0.318,Saturated Market
Columbia,MS,250,0,0.3816,Saturated Market
Parish,NY,600,28,0.159,Saturated Market
Nags Head,NC,900,14,0.106,Saturated Market
Speedway,IN,0,7,100.0,Critical Opportunity
Erie,CO,0,70,100.0,Critical Opportunity
Greenbelt,MD,600,189,0.159,Saturated Market
Orland,FL,0,14,100.0,Critical Opportunity
Tuskegee,AL,200,0,0.477,Saturated Market
Roxbury,NY,0,98,100.0,Critical Opportunity
Winter Park,CO,0,84,100.0,Critical Opportunity
Tavernier,FL,0,28,100.0,Critical Opportunity
Edwards Air Force Base,CA,0,28,100.0,Critical Opportunity
Marshall,MI,500,7,0.1908,Saturated Market
Haubstadt,IN,200,0,0.477,Saturated Market
Counce,TN,0,7,100.0,Critical Opportunity
Little Meadows,PA,0,14,100.0,Critical Opportunity
Dubuque,IA,400,119,0.2385,Saturated Market
Lewisville,TX,1100,329,0.0867,Saturated Market
Hatch,NM,50,0,1.9079,High Opportunity
Fayetteville,GA,600,280,0.159,Saturated Market
New London,OH,0,14,100.0,Critical Opportunity
Saltillo,MS,0,14,100.0,Critical Opportunity
Pekin,IL,400,0,0.2385,Saturated Market
Lemont,IL,0,588,100.0,Critical Opportunity
Mebane,NC,900,84,0.106,Saturated Market
Lock Haven,PA,0,14,100.0,Critical Opportunity
Broomfield,CO,950,924,0.1004,Saturated Market
Hanover,PA,0,56,100.0,Critical Opportunity
North Cape May,NJ,0,98,100.0,Critical Opportunity
Wall Township,NJ,200,105,0.477,Saturated Market
Hillsdale,MI,100,28,0.954,Stable/Growing
Brownsville,TX,1050,49,0.0909,Saturated Market
Plainwell,MI,150,0,0.636,Stable/Growing
Lowell,AR,0,28,100.0,Critical Opportunity
Fairfield,TX,1050,0,0.0909,Saturated Market
Pocola,OK,0,28,100.0,Critical Opportunity
Pleasantville,NY,0,294,100.0,Critical Opportunity
Marion,AR,0,14,100.0,Critical Opportunity
Hogansburg,NY,0,21,100.0,Critical Opportunity
FAYETTEVILLE,NC,100,7,0.954,Stable/Growing
Abington,PA,0,14,100.0,Critical Opportunity
Ventnor City,NJ,100,21,0.954,Stable/Growing
Doraville,GA,0,105,100.0,Critical Opportunity
Ludlow,VT,200,49,0.477,Saturated Market
Gloucester Township,NJ,0,56,100.0,Critical Opportunity
Saugus,MA,300,140,0.318,Saturated Market
Glens Falls,NY,0,126,100.0,Critical Opportunity
Gansevoort,NY,400,77,0.2385,Saturated Market
Paragould,AR,100,35,0.954,Stable/Growing
Manitou Springs,CO,50,63,1.9079,High Opportunity
Wheeling,WV,100,35,0.954,Stable/Growing
Middletown,CT,300,420,0.318,Saturated Market
Donora,PA,0,14,100.0,Critical Opportunity
Central,LA,0,14,100.0,Critical Opportunity
Ada,OK,0,28,100.0,Critical Opportunity
Conshohocken,PA,600,140,0.159,Saturated Market
McCall,ID,400,14,0.2385,Saturated Market
Manchester,MO,0,42,100.0,Critical Opportunity
Yaphank,NY,0,28,100.0,Critical Opportunity
Clayton,GA,150,0,0.636,Stable/Growing
Minnetonka,MN,350,70,0.2726,Saturated Market
Ripon,WI,100,28,0.954,Stable/Growing
Ward,AR,0,14,100.0,Critical Opportunity
Victor,NY,500,350,0.1908,Saturated Market
Talcott,WV,0,14,100.0,Critical Opportunity
Johns Island,SC,0,189,100.0,Critical Opportunity
Pinckney,MI,0,35,100.0,Critical Opportunity
Aguadilla,PR,0,14,100.0,Critical Opportunity
Georgetown,TX,800,119,0.1192,Saturated Market
West Mifflin,PA,0,42,100.0,Critical Opportunity
McKeesport,PA,0,70,100.0,Critical Opportunity
Frackville,PA,0,56,100.0,Critical Opportunity
Harrisville,PA,600,0,0.159,Saturated Market
Victor,CO,0,28,100.0,Critical Opportunity
Sylvester,GA,0,14,100.0,Critical Opportunity
Kingston,TN,800,0,0.1192,Saturated Market
Morton Grove,IL,0,14,100.0,Critical Opportunity
Akron,OH,450,315,0.212,Saturated Market
Cherokee,IA,200,0,0.477,Saturated Market
Cutchogue,NY,0,14,100.0,Critical Opportunity
Fillmore,CA,50,56,1.9079,High Opportunity
Battle Ground,WA,0,77,100.0,Critical Opportunity
Ebensburg,PA,100,0,0.954,Stable/Growing
West Haven,CT,0,238,100.0,Critical Opportunity
Fountain Hills,AZ,0,42,100.0,Critical Opportunity
Germantown,MD,0,140,100.0,Critical Opportunity
Riverside,MO,0,7,100.0,Critical Opportunity
Custer,WI,0,42,100.0,Critical Opportunity
Durhm,NC,0,14,100.0,Critical Opportunity
Panama City Beach,FL,500,161,0.1908,Saturated Market
Melrose Park,IL,100,28,0.954,Stable/Growing
McHenry,IL,200,0,0.477,Saturated Market
Winston Salem,NC,0,14,100.0,Critical Opportunity
Aliso Viejo,CA,100,42,0.954,Stable/Growing
Cromwell,CT,600,175,0.159,Saturated Market
East Wareham,MA,0,14,100.0,Critical Opportunity
Blanchester,OH,0,14,100.0,Critical Opportunity
Cohutta,GA,0,14,100.0,Critical Opportunity
Milford,NH,0,7,100.0,Critical Opportunity
"Lake Forest,",CA,0,56,100.0,Critical Opportunity
Litchfield,MN,0,42,100.0,Critical Opportunity
Crawfordville,FL,400,0,0.2385,Saturated Market
Des Moines,NM,200,0,0.477,Saturated Market
Mccammon,ID,200,0,0.477,Saturated Market
Voluntown,CT,0,28,100.0,Critical Opportunity
East Hanover,NJ,0,14,100.0,Critical Opportunity
Hamilton,MT,0,14,100.0,Critical Opportunity
West Unity,OH,800,0,0.1192,Saturated Market
Greenwood,MS,0,7,100.0,Critical Opportunity
Goodyear,AZ,900,469,0.106,Saturated Market
Braddock,NJ,0,42,100.0,Critical Opportunity
Lake Orion,MI,0,315,100.0,Critical Opportunity
Glenolden,PA,100,14,0.954,Stable/Growing
dunedin,FL,0,28,100.0,Critical Opportunity
Rossford,OH,600,21,0.159,Saturated Market
Clayton,DE,0,42,100.0,Critical Opportunity
New Paltz,NY,0,315,100.0,Critical Opportunity
Burlington,NJ,100,140,0.954,Stable/Growing
Breezewood,PA,500,14,0.1908,Saturated Market
Edgewood,MD,0,63,100.0,Critical Opportunity
Brookeshire,TX,200,0,0.477,Saturated Market
Ontario,OR,400,70,0.2385,Saturated Market
Medford,NY,100,168,0.954,Stable/Growing
Utica,NY,100,1309,0.954,Stable/Growing
Southside,AR,200,35,0.477,Saturated Market
Hampden,MA,200,0,0.477,Saturated Market
Virgin,UT,0,42,100.0,Critical Opportunity
Hyattsville,MD,200,217,0.477,Saturated Market
Wabasha,MN,0,14,100.0,Critical Opportunity
Mountain Home,ID,400,0,0.2385,Saturated Market
Cherryville,NC,0,14,100.0,Critical Opportunity
South Bend,IN,600,189,0.159,Saturated Market
Farmington,ME,0,14,100.0,Critical Opportunity
Venice,CA,0,14,100.0,Critical Opportunity
AVON,OH,100,0,0.954,Stable/Growing
Leonia,NJ,0,14,100.0,Critical Opportunity
Mt Juliet,TN,0,56,100.0,Critical Opportunity
Elgin,TX,0,28,100.0,Critical Opportunity
Avenal,CA,300,28,0.318,Saturated Market
Petaluma,CA,500,700,0.1908,Saturated Market
Somerset,MA,400,56,0.2385,Saturated Market
Soldotna,AK,100,49,0.954,Stable/Growing
Janesville,WI,1300,91,0.0734,Saturated Market
Gettysburg,PA,0,14,100.0,Critical Opportunity
Chippewa Falls,WI,400,14,0.2385,Saturated Market
Pacoima,CA,0,7,100.0,Critical Opportunity
St Johns,FL,0,14,100.0,Critical Opportunity
Carrollton,TX,600,161,0.159,Saturated Market
Hiawatha,IA,400,0,0.2385,Saturated Market
San Jose,CA,15300,5894,0.0062,Saturated Market
Holyoke,MA,1350,126,0.0707,Saturated Market
Chantilly,VA,100,217,0.954,Stable/Growing
Mineral City,OH,0,7,100.0,Critical Opportunity
Boyne City,MI,0,42,100.0,Critical Opportunity
Ludington,MI,100,63,0.954,Stable/Growing
Grand Forks,ND,650,0,0.1468,Saturated Market
Piqua,OH,0,14,100.0,Critical Opportunity
Indiana,PA,100,21,0.954,Stable/Growing
Prosper,TX,0,56,100.0,Critical Opportunity
Jay,VT,0,7,100.0,Critical Opportunity
Zebulon,GA,0,14,100.0,Critical Opportunity
Oneonta,AL,0,7,100.0,Critical Opportunity
Orangeburg,NY,800,56,0.1192,Saturated Market
Bolivar,MO,100,0,0.954,Stable/Growing
Wendell,ID,50,0,1.9079,High Opportunity
Buford,GA,100,294,0.954,Stable/Growing
Austell,GA,1850,112,0.0516,Saturated Market
Metairie,LA,350,42,0.2726,Saturated Market
York,PA,200,280,0.477,Saturated Market
Salisbury,MA,300,0,0.318,Saturated Market
Williamsport,MD,100,0,0.954,Stable/Growing
Bowman,ND,0,21,100.0,Critical Opportunity
Atherton,CA,0,28,100.0,Critical Opportunity
Potsdam,NY,400,140,0.2385,Saturated Market
Coalville,UT,200,84,0.477,Saturated Market
Mount Pleasant,TX,300,0,0.318,Saturated Market
Valley,NE,0,7,100.0,Critical Opportunity
Plainville,MA,200,56,0.477,Saturated Market
Hobart,OK,200,0,0.477,Saturated Market
Windham,NY,0,322,100.0,Critical Opportunity
Costa Mesa,CA,2700,1071,0.0353,Saturated Market
Watkinsville,GA,0,56,100.0,Critical Opportunity
Chico,CA,600,490,0.159,Saturated Market
"N, Largo",FL,400,0,0.2385,Saturated Market
Oakland,FL,0,21,100.0,Critical Opportunity
Sayre,PA,100,77,0.954,Stable/Growing
Paoli,PA,200,0,0.477,Saturated Market
Medina,OH,0,70,100.0,Critical Opportunity
Norwich,CT,50,63,1.9079,High Opportunity
Marshfield,WI,50,112,1.9079,High Opportunity
Walland,TN,0,14,100.0,Critical Opportunity
Brookville,PA,400,0,0.2385,Saturated Market
Middle Township,NJ,600,0,0.159,Saturated Market
Orangeburg,SC,800,0,0.1192,Saturated Market
Lincolnton,NC,100,0,0.954,Stable/Growing
Ullin,IL,0,28,100.0,Critical Opportunity
Lake Forest,IL,0,28,100.0,Critical Opportunity
Glencoe,IL,0,14,100.0,Critical Opportunity
Norridge,IL,200,14,0.477,Saturated Market
Lake City,FL,1650,56,0.0578,Saturated Market
Ozark,MO,100,28,0.954,Stable/Growing
South Hackensack,NJ,0,14,100.0,Critical Opportunity
Avalon,NJ,0,21,100.0,Critical Opportunity
Newport,VT,300,14,0.318,Saturated Market
Scoville,ID,0,42,100.0,Critical Opportunity
Dover,OH,0,7,100.0,Critical Opportunity
Camillus,NY,200,0,0.477,Saturated Market
University Heights,OH,0,14,100.0,Critical Opportunity
Fort Meyers,FL,600,42,0.159,Saturated Market
Patchogue,NY,0,112,100.0,Critical Opportunity
Taos,NM,400,70,0.2385,Saturated Market
St.Paul,MN,0,28,100.0,Critical Opportunity
Bessemer,AL,1000,28,0.0954,Saturated Market
IOWA CITY,IA,50,0,1.9079,High Opportunity
Hill AFB,UT,0,56,100.0,Critical Opportunity
Chalfont,PA,0,70,100.0,Critical Opportunity
Lower Alloways Creek,NJ,0,84,100.0,Critical Opportunity
Delmont,PA,0,14,100.0,Critical Opportunity
Osseo,WI,200,0,0.477,Saturated Market
Sturbridge,MA,800,168,0.1192,Saturated Market
Alexander,NC,0,14,100.0,Critical Opportunity
Franktown,CO,100,14,0.954,Stable/Growing
De Pere,WI,0,14,100.0,Critical Opportunity
Oakley,KS,700,0,0.1363,Saturated Market
Moorestown,NJ,300,14,0.318,Saturated Market
Webster,MA,100,14,0.954,Stable/Growing
Maple Grove,MN,1400,42,0.0681,Saturated Market
Enterprise,AL,300,7,0.318,Saturated Market
Lake Elmo,MN,0,14,100.0,Critical Opportunity
Van Nuys,CA,700,147,0.1363,Saturated Market
Altamont,NY,0,203,100.0,Critical Opportunity
Magnolia,TX,0,21,100.0,Critical Opportunity
La Crescent,MN,0,21,100.0,Critical Opportunity
West Chicago,IL,400,0,0.2385,Saturated Market
Old Town,ME,0,42,100.0,Critical Opportunity
Highlands,NC,0,189,100.0,Critical Opportunity
Lancaster,MN,0,42,100.0,Critical Opportunity
Grapevine,TX,1100,196,0.0867,Saturated Market
Fife Lake,MI,100,0,0.954,Stable/Growing
Fort Benning,GA,0,322,100.0,Critical Opportunity
Guilford,CT,0,91,100.0,Critical Opportunity
Greenville,MI,100,0,0.954,Stable/Growing
Florence,AZ,0,28,100.0,Critical Opportunity
Lewiston,ME,100,126,0.954,Stable/Growing
Rehoboth,MA,0,28,100.0,Critical Opportunity
Jersey City,NJ,500,686,0.1908,Saturated Market
Ottawa Lake,MI,200,7,0.477,Saturated Market
Cape May,NJ,100,56,0.954,Stable/Growing
Baker City,OR,50,0,1.9079,High Opportunity
Twin Falls,ID,200,56,0.477,Saturated Market
Xenia,OH,100,77,0.954,Stable/Growing
Crystal River,FL,200,0,0.477,Saturated Market
Santee,SC,0,14,100.0,Critical Opportunity
Scotland,CT,0,14,100.0,Critical Opportunity
San Francisco,CA,7900,4970,0.0121,Saturated Market
Patterson,CA,1400,84,0.0681,Saturated Market
Elizabethtown,PA,0,56,100.0,Critical Opportunity
Kalamazoo,MI,400,1344,0.2385,Saturated Market
Media,PA,0,42,100.0,Critical Opportunity
Menomonie,WI,200,28,0.477,Saturated Market
Shelburne,VT,0,28,100.0,Critical Opportunity
Yarmouth,ME,0,49,100.0,Critical Opportunity
McHenry,MD,400,0,0.2385,Saturated Market
Mendon,NY,0,28,100.0,Critical Opportunity
Riverdale,GA,400,14,0.2385,Saturated Market
Monrovia,CA,650,203,0.1468,Saturated Market
Orland Park,IL,650,14,0.1468,Saturated Market
Sharon,CT,0,28,100.0,Critical Opportunity
Texas City,TX,800,77,0.1192,Saturated Market
Old Saybrook,CT,0,161,100.0,Critical Opportunity
Richmond,TX,300,119,0.318,Saturated Market
Los Alamos,CA,200,0,0.477,Saturated Market
Belleville,KS,50,42,1.9079,High Opportunity
Harvard,IL,350,35,0.2726,Saturated Market
Dearborn,MI,950,336,0.1004,Saturated Market
Mayfield,KY,350,28,0.2726,Saturated Market
Nortonville,KY,400,0,0.2385,Saturated Market
Voorheesville,NY,0,84,100.0,Critical Opportunity
Lost Hills,CA,5200,245,0.0183,Saturated Market
West Barnstable,MA,0,42,100.0,Critical Opportunity
Elizabeth,NJ,800,105,0.1192,Saturated Market
Quantico,VA,0,28,100.0,Critical Opportunity
Roanoke Rapids,NC,200,56,0.477,Saturated Market
New Hope,PA,0,14,100.0,Critical Opportunity
Scottsburg,IN,50,42,1.9079,High Opportunity
Framingham,MA,1850,658,0.0516,Saturated Market
Holmes Beach,FL,0,35,100.0,Critical Opportunity
Loretto,KY,0,14,100.0,Critical Opportunity
Long Pond,PA,0,14,100.0,Critical Opportunity
Bayfield,WI,0,14,100.0,Critical Opportunity
Sweetwater,TN,600,0,0.159,Saturated Market
Purchase,NY,0,364,100.0,Critical Opportunity
Woodbridge,CT,0,42,100.0,Critical Opportunity
Malone,NY,50,28,1.9079,High Opportunity
Bedford,MA,0,294,100.0,Critical Opportunity
Mantua Township,NJ,0,14,100.0,Critical Opportunity
Brockton,MA,200,70,0.477,Saturated Market
Chamblee,GA,100,224,0.954,Stable/Growing
